Frame,Time_Seconds,Volumen_RMS,Pitch_F0,Centroide_Espectral,Formante_F1,Formante_F2,Formante_F3,Jitter_Global,Shimmer_Global,HNR_Global,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
54,0.9,0.16425799,284.1398963895025,2748.7829690550125,737.0633750579406,1827.4214369568742,3243.5040237385865,0.013784124859780618,0.05834675697843983,14.685872752144657,-143.48293,154.56607,-13.87715,15.812442,-52.87452,14.015417,-45.40296,2.6475127,-44.90863,-6.6737185,12.393221,-14.097595,-12.242403
55,0.9166666666666666,0.1952162,266.7597416610546,2642.0035606693214,805.4192952278337,1813.9857291460107,3254.1525349776766,0.013784124859780618,0.05834675697843983,14.685872752144657,-178.28755,140.07791,-31.529903,8.421042,-40.57509,0.6086269,-43.196495,9.329629,-35.440758,-2.5846317,17.518753,-9.402342,-6.9183083
56,0.9333333333333333,0.17516623,255.87327501789645,2048.2384442109,781.3947478923963,1643.8774676580786,3182.73181398989,0.013784124859780618,0.05834675697843983,14.685872752144657,-211.97472,142.66235,-37.85846,-6.0034933,-41.756172,-10.572747,-39.004692,5.264056,-24.759659,-19.178753,4.260219,-12.231602,-11.550669
57,0.95,0.148894,247.68045566121367,1913.6345424200194,738.762735156109,1451.0523430310511,3263.970105817472,0.013784124859780618,0.05834675697843983,14.685872752144657,-234.96223,154.26178,-21.918116,-4.7873793,-37.13492,-8.732279,-36.618317,10.071531,-18.512032,-21.147984,2.513322,-8.379033,-1.5604901
58,0.9666666666666667,0.15330513,242.43287757608792,1369.4137126429082,544.2886349554054,1389.6086071111256,3005.936324239374,0.013784124859780618,0.05834675697843983,14.685872752144657,-281.30124,174.35199,6.8673315,-0.322415,-20.45965,-1.2386343,-31.13889,0.9333044,-20.94231,-24.098412,-8.186375,-22.758568,-5.1704607
59,0.9833333333333333,0.18135741,239.78638843302318,703.3719522827411,266.115200448742,1274.148992144128,2533.150001730546,0.013784124859780618,0.05834675697843983,14.685872752144657,-341.58237,177.44986,12.661182,-3.3561862,4.057187,-5.649295,-17.52618,-11.590219,-15.09367,-18.156096,-13.698469,-17.053452,-14.578743
60,1.0,0.21277885,238.80230982039086,592.404363671146,257.88169299713945,1108.6876435930533,2449.1704466212514,0.013784124859780618,0.05834675697843983,14.685872752144657,-361.85635,174.18,23.391064,2.4854903,10.789799,-2.8872023,-14.305796,-9.618618,-9.687145,-12.97785,-6.9167004,-14.711304,-21.96709
61,1.0166666666666666,0.21863247,236.6536785136292,532.364286911327,249.19920922498437,1028.8036737448003,2411.044758967335,0.013784124859780618,0.05834675697843983,14.685872752144657,-380.72382,165.44672,31.166962,2.3324656,6.5346766,-4.4569087,-13.979775,-4.3551636,-2.448906,-11.488377,-13.349415,-22.207489,-26.950127
62,1.0333333333333334,0.19991781,232.0450569643409,1087.4533463309215,241.6765904467121,1342.1590932649501,2405.865554972324,0.013784124859780618,0.05834675697843983,14.685872752144657,-314.89478,154.49074,16.362276,5.789726,5.904537,38.27144,-24.025036,-14.618774,-14.167343,-0.7946371,-0.104569286,-18.247456,-22.61345
63,1.05,0.16917798,231.90362930487572,2441.6475891584814,242.9273289980164,2037.651777614226,2631.895021815439,0.013784124859780618,0.05834675697843983,14.685872752144657,-263.01404,119.0862,-4.417655,19.992098,18.060282,63.767815,-37.960457,-8.395917,-19.539158,-0.90517575,-7.6300826,-15.6271925,-16.245935
64,1.0666666666666667,0.16560146,236.6828252178967,2664.4614846455397,257.7737163896229,2428.170397408036,3062.832352490446,0.013784124859780618,0.05834675697843983,14.685872752144657,-291.35385,89.6297,-12.487378,46.316406,17.542624,27.082773,-58.94317,7.7045975,-1.8575199,-5.206293,-3.4729095,-28.37272,-15.338735
65,1.0833333333333333,0.18445408,236.89618359719955,2634.3894797098706,285.72757126490006,2713.36615273905,3195.945509270612,0.013784124859780618,0.05834675697843983,14.685872752144657,-279.08334,85.58685,-15.031782,61.8963,22.379429,16.380304,-71.99428,12.876444,-2.3828726,-16.53024,-10.738842,-45.103653,-19.048084
66,1.1,0.19745578,238.32900586793966,2558.8659034756774,348.668159695465,2592.009812827812,3122.371466065428,0.013784124859780618,0.05834675697843983,14.685872752144657,-252.6158,95.987915,-20.863243,62.999733,23.21688,15.274231,-76.19926,3.6814044,-7.946971,-15.863306,-18.157633,-51.365173,-14.978909
67,1.1166666666666667,0.18719068,238.61025158613091,2326.4548081117864,414.650860755241,2477.1295240620725,3057.769194293956,0.013784124859780618,0.05834675697843983,14.685872752144657,-254.79697,108.19743,-25.846657,56.794994,26.76791,9.456888,-81.6467,-7.4035463,-14.928326,-9.143214,-4.932481,-55.574493,-8.935608
68,1.1333333333333333,0.17008571,237.26209285314982,2519.143626011487,460.7143829798044,2399.865312467882,3011.624797786089,0.013784124859780618,0.05834675697843983,14.685872752144657,-256.26535,109.19258,-30.38771,48.246872,18.411415,11.114378,-83.57882,-15.986807,-17.962334,-6.1827593,2.3677926,-51.414062,-5.138254
69,1.15,0.15710069,236.14457926973967,2413.783754440467,560.6850739340184,2296.2016102411803,3022.7493775209555,0.013784124859780618,0.05834675697843983,14.685872752144657,-255.45274,115.293686,-30.756447,38.98599,10.585867,5.2025013,-72.47706,-6.410463,-14.747974,1.1190417,7.441481,-46.465164,-11.979218
70,1.1666666666666667,0.1535972,234.7188167261185,2347.9055465064116,645.2103732485069,2145.9054867224704,3040.8949110215817,0.013784124859780618,0.05834675697843983,14.685872752144657,-273.7995,115.9671,-21.309254,30.08891,-2.276967,5.7228184,-65.3441,2.6564543,-8.339834,-3.4301696,15.104595,-49.464146,-18.44861
71,1.1833333333333333,0.15665081,233.20709592059745,1832.925409803583,558.066551410425,2072.6480860143947,2938.1724809258494,0.013784124859780618,0.05834675697843983,14.685872752144657,-303.65543,131.11957,2.9980192,23.97773,-0.3396802,11.429757,-58.3446,-10.395162,-18.567245,1.0207314,15.169422,-49.740273,-24.808577
72,1.2,0.1718724,232.22922632145668,1042.5069804863883,359.82151760402024,2113.499700484657,2776.7814239216727,0.013784124859780618,0.05834675697843983,14.685872752144657,-345.18045,146.36182,29.04425,18.12657,11.249887,22.343922,-44.797256,-13.816141,-3.920882,-2.0336878,-5.747475,-44.36164,-19.19077
73,1.2166666666666666,0.19157355,231.7395064714863,739.6645232045494,262.5017546492363,1816.5471136509072,2720.590743986952,0.013784124859780618,0.05834675697843983,14.685872752144657,-377.60104,142.72537,25.913996,31.557133,24.042274,6.7371464,-32.42416,-18.887236,15.4461355,-3.0225854,-10.123945,-24.73855,-31.98502
74,1.2333333333333334,0.19748615,229.18170281663438,714.8536614964066,243.6203180929858,1056.4762344090634,2682.51356667374,0.013784124859780618,0.05834675697843983,14.685872752144657,-376.8459,147.19919,39.391758,36.55497,22.441992,4.0024614,-31.86633,-9.118473,15.314878,1.1686018,-13.023729,-31.774462,-25.54757
75,1.25,0.19498855,225.92982586257637,496.18368743223937,241.40287058826135,968.2304958156332,2702.705569617434,0.013784124859780618,0.05834675697843983,14.685872752144657,-408.94308,154.0854,50.998425,22.676376,31.820297,10.017827,-28.497736,-14.057949,16.738012,10.887407,-16.513132,-34.036865,-27.104404
76,1.2666666666666666,0.16259901,220.21893099364513,481.6383002038416,233.95771833108802,1212.1253018461607,2736.024434027747,0.013784124859780618,0.05834675697843983,14.685872752144657,-423.70724,151.21005,66.79971,32.28762,34.080147,16.509594,-19.785948,-15.056133,9.610032,8.699628,-16.820019,-35.67831,-27.468292
77,1.2833333333333334,0.12535882,223.13380878361016,4464.301003535552,265.7710226463028,1858.9346896667496,2695.125705326635,0.013784124859780618,0.05834675697843983,14.685872752144657,-211.51053,95.99016,-9.62689,42.967186,-26.41457,48.523315,-15.710652,-2.3429804,-5.662523,1.917964,-16.742222,-15.927794,-17.593866
